site_id	W116_D1	W116_D5	W60_D5	W42_D5	W40_D1	W115_D5	W117_D5	W58_D5	W59_D1	W60_D1	W58_D1	W41_D1	W41_D5	W40_D5	W59_D5	W117_D1	W115_D1
3602466	13	32	73	10	12	43	18	101	70	65	16	33	11	34	73	26	33
3602469	13	33	72	12	12	48	18	101	71	63	16	33	11	35	73	27	34
3602799	3	14	37	4	2	10	9	50	38	46	5	18	2	8	42	16	16
3602817	4	17	24	8	4	11	13	33	29	32	3	22	2	11	27	20	19
3602820	5	18	23	8	4	12	14	33	30	31	3	25	2	11	26	22	19
3602823	4	18	23	8	4	13	14	32	30	29	3	25	2	11	26	22	19
3602832	10	23	23	9	5	26	22	28	26	29	3	32	7	18	21	31	23
3602898	20	50	12	20	9	50	30	23	16	15	8	58	14	41	27	59	50
3602904	21	49	15	19	9	51	30	25	17	15	8	61	15	42	28	62	55
3602907	21	51	15	20	9	53	33	25	17	16	6	64	15	44	29	63	53
3602928	21	56	24	21	8	60	32	28	24	18	9	74	15	41	40	63	58
3602931	23	59	24	22	12	66	38	27	26	22	12	81	20	49	38	67	66
3603291	27	28	35	21	21	39	30	32	17	21	12	46	15	38	20	68	37
3603295	21	26	36	19	20	39	26	31	17	21	12	45	12	34	20	58	32
3603296	21	25	34	18	20	39	26	30	16	21	11	45	11	32	21	58	30
3603321	16	23	24	12	17	27	17	21	13	18	6	30	13	27	12	51	23
3603324	11	8	9	8	8	20	14	6	5	7	2	17	12	21	2	29	8
3603540	7	4	9	4	5	11	3	5	4	5	1	11	3	4	15	8	4
3603541	7	7	10	4	5	11	3	5	4	8	1	15	3	4	21	9	5
3603692	16	38	51	26	23	57	25	85	44	52	23	59	7	39	89	33	46
3603791	15	47	36	22	19	59	19	52	39	59	20	50	11	29	70	26	35
3604079	14	42	26	7	12	45	40	36	31	20	7	43	15	25	41	46	28
3604082	13	40	28	6	12	42	34	37	32	22	7	41	15	24	44	42	28
3604083	13	41	28	7	12	43	37	37	32	22	9	42	15	25	44	41	29
3604112	11	38	54	6	12	31	30	46	35	36	9	37	14	20	49	29	23
3604130	9	37	62	8	10	30	28	55	43	50	9	32	13	21	55	20	21
3604136	9	36	60	8	11	37	28	58	48	51	9	33	11	20	59	19	20
3604139	10	37	60	8	10	37	29	59	49	53	9	34	11	21	57	22	20
3604154	8	34	61	8	12	38	20	65	47	53	8	32	13	20	65	21	20
3604258	13	49	53	13	8	49	26	78	48	57	6	40	17	36	69	31	44
3604498	31	70	85	31	24	74	52	87	58	55	8	84	24	80	80	57	69
3604720	7	20	73	7	9	12	19	76	76	69	12	21	3	16	64	18	24
3604738	4	11	80	6	8	9	7	71	80	60	14	12	3	11	72	13	12
3604747	4	6	85	6	8	5	4	66	79	61	14	9	2	10	66	9	7
3604930	2	6	55	3	2	7	3	49	51	39	19	6	3	3	37	7	7
3605337	48	75	38	41	19	83	48	46	46	49	11	97	33	61	39	77	67
3606903	24	72	79	31	19	90	46	66	51	47	13	79	20	73	56	45	58
3606905	24	73	81	31	20	88	45	65	52	51	13	79	19	72	55	46	60
3606909	24	70	80	30	20	87	44	65	50	50	13	80	21	69	56	45	57
3607198	32	56	27	31	33	50	47	28	16	20	14	77	17	47	29	36	35
3607207	31	55	27	29	34	52	46	27	13	19	13	76	19	48	28	37	38
3607495	12	47	20	19	22	64	53	19	23	18	12	63	12	55	13	68	45
3607504	10	44	18	17	21	59	50	18	20	16	12	53	11	51	12	67	47
3607950	4	4	44	6	5	14	7	41	50	21	11	16	3	7	47	17	7
3608325	22	64	35	26	19	49	31	51	32	20	5	48	12	38	45	45	34
3608337	22	62	35	26	19	50	29	50	28	19	8	37	12	35	41	45	29
3608364	16	45	30	21	17	41	25	46	24	15	8	33	10	27	35	37	19
3609068	7	10	18	3	7	12	9	30	38	28	9	12	1	11	27	15	4
3609426	10	18	63	7	7	17	18	82	54	43	14	20	6	13	80	18	10
3609445	12	18	68	9	7	18	14	85	60	43	15	20	6	12	70	16	11
3609456	11	25	70	9	11	21	15	83	58	43	18	20	6	15	77	19	10
3609895	18	44	16	23	13	36	39	20	15	18	14	48	8	42	17	47	38
3609925	15	37	12	24	11	29	31	12	10	9	12	40	6	41	13	26	39
3609952	7	40	20	26	13	33	25	11	7	6	15	45	13	31	13	23	38
3610010	7	32	21	23	10	40	20	10	10	4	13	54	8	30	12	21	38
3610048	7	32	19	26	10	40	19	10	10	4	12	53	8	26	10	20	35
3610078	5	27	12	13	9	31	15	6	9	7	14	43	8	20	8	29	25
3610090	4	17	4	14	8	29	12	6	7	6	10	39	2	19	7	24	20
3610099	4	16	3	12	7	28	10	4	6	6	13	30	3	18	6	23	16
3610264	31	40	30	21	25	74	41	29	17	16	9	87	33	52	44	55	75
3610270	34	45	36	20	26	77	46	31	27	19	8	85	32	52	52	57	80
3610579	20	46	41	19	25	57	38	36	18	28	10	59	22	41	46	40	24
3610585	21	42	43	18	27	54	38	38	19	33	11	56	21	41	48	38	26
3610811	11	34	6	9	21	48	23	21	6	9	16	36	7	49	13	22	39
3610991	12	33	53	9	16	46	23	63	41	48	11	38	10	39	58	33	26
3611069	9	30	67	15	16	27	13	56	33	41	3	25	7	38	58	34	15
3611300	15	56	43	22	33	72	48	43	54	29	11	58	16	75	50	48	48
3611372	9	30	33	16	20	50	39	35	29	20	12	38	15	61	37	37	40
3611435	8	15	32	9	14	34	20	34	30	20	7	34	14	35	32	33	21
3611489	3	15	13	7	9	23	18	17	15	17	10	19	7	24	14	23	16
3611585	1	4	3	2	1	3	5	2	7	5	10	3	1	7	6	1	3
3611588	1	6	3	2	1	3	7	2	7	5	10	3	1	6	6	1	3
3612449	7	24	19	9	9	22	20	23	13	16	6	33	6	14	23	16	24
3612521	3	3	7	1	1	4	5	6	4	4	1	5	3	2	12	2	3
3618248	1	7	8	1	2	6	5	6	14	9	16	10	1	2	5	1	4
3618352	2	13	38	5	4	11	4	52	35	40	16	12	1	6	46	8	3
3618379	1	15	42	6	2	13	5	53	34	38	17	13	1	6	62	7	3
3618391	2	27	44	7	4	23	11	55	36	41	19	22	3	10	68	14	9
3618430	7	50	54	20	18	48	18	75	34	43	18	52	10	24	67	24	21
3618884	33	66	58	30	25	69	52	52	43	58	17	62	20	65	52	54	60
3619067	19	57	26	25	22	56	51	11	23	19	26	75	9	64	12	48	31
3619205	17	53	69	27	21	41	44	52	52	35	25	77	22	76	59	64	46
3619340	19	78	60	34	39	62	38	67	67	48	20	74	26	78	93	54	57
3619356	20	74	60	33	38	58	36	63	65	47	20	74	22	67	87	48	47
3619959	3	4	2	4	1	9	3	5	6	10	12	13	5	4	2	4	4
3621122	7	8	4	4	2	14	2	4	8	6	13	8	3	11	20	11	9
3621127	7	14	5	7	2	16	2	8	9	9	15	12	5	11	22	16	9
3621269	20	55	28	15	7	64	21	39	19	25	11	52	11	32	35	56	43
3621273	21	57	27	15	7	68	23	32	19	23	8	51	14	34	33	54	44
3621345	14	32	10	7	4	43	10	14	7	10	12	36	7	18	18	26	31
3621456	29	57	5	11	6	54	27	8	1	6	20	64	23	47	10	49	38
3621471	32	61	6	11	12	56	31	7	1	5	19	67	23	48	10	56	41
3621660	14	32	4	17	13	46	25	5	1	1	4	40	9	24	11	33	25
3621683	16	38	9	17	15	53	28	10	1	2	10	42	8	30	16	25	25
3621721	25	49	10	18	20	69	46	12	2	2	12	47	10	40	16	35	37
3622710	34	57	19	18	17	67	49	16	8	12	12	75	14	60	20	39	38
3622745	24	42	31	16	19	60	38	24	11	18	11	60	17	58	28	40	38
3622923	14	37	4	14	9	45	40	1	2	3	11	55	9	66	4	34	21
3623811	18	32	6	19	19	38	36	2	2	1	13	53	8	30	1	35	36
3624129	24	41	30	14	5	37	27	26	19	12	15	34	11	29	18	42	24
3624189	31	61	55	15	16	57	39	52	29	20	21	50	19	52	37	51	34
3624298	9	27	43	4	3	20	21	36	18	29	16	20	4	25	29	19	16
3625839	19	33	65	19	9	29	23	57	47	56	20	47	8	30	86	26	36
3626451	25	55	62	20	40	70	43	77	55	59	28	56	23	54	60	37	58
3626538	14	52	52	18	34	51	36	71	45	59	24	50	16	48	43	33	41
3626949	1	8	14	2	1	7	2	7	14	23	23	7	2	4	7	4	4
3626958	2	8	13	2	1	7	2	7	14	20	20	6	1	4	8	3	4
3626979	2	9	15	1	2	7	2	7	18	20	25	6	1	4	9	4	4
3628517	4	9	26	1	3	12	17	18	17	10	5	20	3	10	18	8	9
3628518	4	8	22	1	3	11	18	17	17	10	5	19	3	9	17	8	9
3628519	5	8	25	1	3	12	18	18	17	11	5	19	3	10	19	11	9
3628559	9	24	35	5	6	17	27	32	19	17	14	21	9	14	32	19	12
3628561	9	24	34	5	6	17	26	31	19	16	14	18	9	14	33	19	12
3628562	9	23	32	5	6	17	27	31	19	17	13	19	9	14	33	19	12
3628563	8	30	37	7	11	20	33	35	19	18	15	25	13	15	35	25	14
3628566	8	29	37	7	11	21	30	35	21	19	15	24	13	15	37	26	12
3628567	8	29	37	7	11	21	31	36	21	19	14	25	13	15	37	25	12
3629188	8	26	99	12	15	17	14	69	65	69	13	31	8	18	85	25	36
3630939	1	9	4	1	1	5	2	3	4	4	12	1	2	4	7	2	4
3630940	1	9	6	1	1	5	2	4	6	4	13	3	2	4	9	2	4
3630941	1	9	6	1	1	6	2	4	5	4	13	3	2	5	10	2	4
3630943	1	9	4	1	1	5	1	3	6	4	13	3	2	5	9	2	3
3631196	3	7	20	5	4	7	8	23	8	13	3	13	2	3	14	7	8
3632688	12	20	22	12	8	33	21	4	9	14	7	24	10	19	15	15	29
3632703	14	21	21	13	7	35	23	7	9	13	8	29	12	21	13	15	28
3632712	14	21	21	15	7	36	24	14	6	14	8	31	18	24	16	20	30
3632715	14	24	22	13	7	41	24	16	7	12	8	37	19	25	16	20	33
3632724	17	29	28	14	7	42	28	19	10	15	6	37	20	28	22	27	33
3632854	13	40	67	19	8	33	29	70	46	39	9	46	20	42	57	35	29
3632855	13	40	65	19	9	33	28	70	45	41	9	42	16	41	55	31	28
3632857	12	41	66	19	10	32	29	68	46	42	9	43	15	39	56	33	29
3632858	13	40	65	19	10	33	28	68	45	41	9	43	15	42	56	30	28
3632861	13	40	65	18	11	33	29	65	46	42	8	43	14	42	54	30	27
3632865	12	30	64	16	10	20	19	60	40	44	8	38	15	34	53	23	25
3632888	21	49	66	20	14	38	33	57	40	50	8	54	18	61	53	30	35
3632889	21	51	61	20	15	40	36	54	36	48	8	56	17	62	51	33	35
3632892	22	48	64	20	16	42	37	59	41	53	9	54	19	60	57	34	35
3632925	18	46	52	27	15	57	50	60	40	40	9	44	18	50	48	43	36
3632926	18	48	50	26	13	52	49	60	40	39	9	44	18	48	49	42	34
3632929	19	50	54	26	14	61	50	61	43	41	9	45	18	48	52	41	33
3632958	25	70	52	31	21	73	60	71	43	43	7	60	20	60	62	56	50
3632961	26	67	46	32	19	73	63	71	41	43	7	63	19	63	58	58	51
3632962	26	70	45	32	19	74	62	68	39	44	8	62	20	62	61	58	48
3633017	31	74	45	26	22	82	66	65	40	48	9	69	20	73	72	65	51
3633372	17	44	91	11	17	55	44	66	62	54	13	62	12	44	47	50	44
3633378	16	43	88	9	15	55	34	59	60	56	13	56	10	44	43	43	43
3633434	11	26	70	3	10	40	19	57	53	51	14	38	8	23	46	28	24
3633452	7	20	75	3	5	28	15	53	52	52	14	30	6	15	46	21	14
3633579	9	20	46	19	9	19	18	43	38	39	16	32	12	27	40	15	25
3633600	13	30	49	26	11	32	27	44	39	34	15	41	16	32	37	22	31
3633603	14	30	55	28	12	33	28	47	44	33	14	44	17	33	39	23	33
3633606	13	31	54	28	12	33	28	43	42	33	15	44	17	33	38	23	31
3633609	15	33	52	28	12	32	28	43	40	32	13	45	17	32	37	23	34
3633616	17	35	49	27	12	37	30	43	38	28	14	43	17	31	34	22	35
3633622	18	41	52	31	14	43	37	43	38	28	17	55	18	38	35	27	36
3633825	19	33	39	15	25	49	36	35	29	31	14	45	17	34	45	33	38
3633846	15	32	24	17	21	50	37	35	18	30	14	41	16	39	44	37	39
3633957	17	35	31	17	22	52	24	25	39	39	12	38	13	34	53	36	21
3633965	18	35	37	19	21	56	25	28	40	35	12	46	14	35	50	35	27
3633966	18	36	36	19	21	55	26	28	40	36	12	45	13	34	50	35	28
3634017	17	32	42	13	18	54	24	32	45	41	5	43	12	34	52	36	29
3634018	18	34	43	14	18	55	26	32	43	39	6	51	12	35	51	39	29
3634101	16	43	60	21	17	53	36	42	47	55	9	60	14	42	49	42	32
3634149	20	48	64	23	17	64	48	51	60	59	9	57	13	52	58	48	27
3634261	19	37	39	20	13	58	41	45	50	47	13	59	16	54	44	42	26
3634438	14	23	35	14	9	38	20	20	23	42	16	26	3	20	27	16	16
3634507	14	28	35	15	14	40	13	24	22	38	15	34	3	26	30	13	25
3634663	1	4	7	4	2	3	4	9	10	4	17	1	1	6	15	3	3
3634670	1	4	6	3	2	3	4	8	6	4	20	1	1	3	11	3	3
3634675	1	3	6	2	2	3	4	9	3	4	17	1	1	3	10	3	3
3634680	1	3	7	2	2	4	4	10	3	5	16	1	1	3	12	3	3
3634682	1	3	7	2	2	4	4	10	3	6	15	1	1	3	12	3	2
3634686	2	3	11	2	5	5	5	10	5	6	14	1	1	6	14	3	5
3634885	16	37	5	17	17	51	27	10	7	1	16	30	16	42	14	30	35
3635515	4	3	5	1	4	7	6	2	4	1	11	11	1	4	9	5	7
3635654	23	30	30	28	26	64	49	25	28	20	8	71	32	42	34	42	55
3635672	25	26	37	31	23	61	43	34	28	27	12	66	30	40	42	40	57
3636137	18	37	70	16	21	43	27	68	51	40	13	42	13	36	57	29	30
3636140	15	37	64	16	19	41	25	69	53	37	16	39	13	36	53	32	29
3636143	12	36	62	17	20	42	27	68	53	38	15	40	14	35	60	32	26
3636164	10	29	62	10	12	31	18	59	45	34	13	28	11	20	54	20	16
3636242	3	12	23	4	3	9	8	26	12	16	16	6	3	14	24	5	6
3636257	2	8	15	4	2	7	8	24	9	15	18	6	3	11	19	5	4
3636648	5	3	19	3	3	3	7	2	5	6	1	16	1	2	6	8	5
3636651	5	6	18	6	2	3	7	2	5	6	1	16	2	3	6	8	12
3636652	5	6	17	6	2	4	8	2	5	6	1	17	2	3	6	9	12
3636658	6	7	10	5	1	5	7	1	4	5	1	14	3	4	4	11	9
3659691	15	30	26	14	6	37	23	27	16	15	11	35	9	28	43	19	28
3659694	17	33	25	13	8	37	24	26	16	13	12	36	9	26	46	21	27
3660604	17	59	53	33	26	70	50	57	55	51	8	68	15	66	69	62	38
3660841	9	28	66	6	11	28	26	44	41	35	5	26	16	30	46	27	20
3660844	10	29	66	6	10	27	26	44	44	34	5	28	16	30	45	27	21
3660859	9	25	61	7	9	21	27	41	36	32	4	29	14	25	49	23	15
3660868	9	25	61	8	10	23	27	42	38	33	4	30	16	25	50	24	15
3660934	19	55	69	28	13	44	45	48	38	48	6	68	19	50	56	44	38
3660970	19	63	60	34	17	51	52	52	32	53	9	78	22	59	56	49	41
3661249	6	23	24	12	12	18	13	24	24	33	21	34	8	26	32	22	26
3661338	15	39	40	25	12	41	25	34	26	25	18	46	11	45	41	41	41
3661394	22	63	60	30	20	55	42	63	37	31	21	70	15	53	57	62	65
3661448	13	48	68	26	19	44	34	70	40	40	21	60	14	41	58	49	52
3661451	12	48	66	25	19	43	32	66	40	40	20	60	14	39	53	50	50
3661466	12	46	63	20	17	39	26	62	35	34	22	53	10	35	54	46	48
3661478	10	46	63	14	14	36	25	57	32	31	21	51	11	34	50	46	48
3661497	9	42	50	12	13	23	23	51	30	29	19	38	10	24	44	38	47
3661505	7	31	48	13	8	16	16	41	22	21	19	32	7	20	41	28	41
3661506	6	29	50	10	7	15	16	42	23	22	20	30	4	18	40	26	40
3661526	1	15	26	6	4	6	6	22	12	18	5	11	4	11	26	8	9
3661538	1	16	29	7	5	5	6	26	12	20	11	14	4	7	34	9	8
3661547	1	11	20	3	4	7	7	22	9	16	17	14	1	8	25	6	8
3661641	4	12	12	5	7	18	10	11	8	16	19	19	1	17	16	18	12
3661679	4	10	8	4	4	19	7	8	10	9	17	15	1	13	9	14	9
3662624	3	20	8	8	5	18	12	8	5	6	1	15	4	7	10	8	15
3662804	14	21	31	7	5	29	19	27	22	17	6	29	11	26	23	19	28
3662894	7	12	22	7	1	13	12	15	16	8	6	13	5	14	17	12	10
3663302	6	16	25	2	5	15	17	25	15	20	7	17	5	17	41	19	12
3663480	5	12	5	2	2	8	11	3	5	2	13	12	1	17	2	7	9
3665065	1	4	27	1	5	14	5	19	27	22	6	3	1	3	23	2	9
3665774	4	5	3	5	1	10	2	5	2	4	9	12	1	5	8	10	2
3667189	4	11	24	2	1	12	8	12	22	11	8	10	2	9	14	8	10
3667282	8	17	47	4	4	13	16	34	29	23	13	15	5	16	46	11	17
3667843	3	6	8	4	1	9	3	6	6	7	17	10	1	4	17	1	3
3667925	2	7	31	4	2	12	4	17	18	12	9	9	1	4	41	3	4
3668761	1	5	1	3	2	6	4	8	1	1	10	1	1	7	5	1	3
3668826	3	16	11	18	5	26	12	24	6	8	5	12	5	15	23	7	27
3671153	4	5	4	1	2	9	5	7	2	3	17	3	5	4	3	6	4
3671154	4	5	4	1	2	9	5	7	2	3	17	3	5	3	3	7	4
3671799	5	8	25	3	3	21	17	16	7	9	19	17	14	15	18	12	17
3671823	6	8	27	4	5	24	13	14	11	8	13	24	11	20	17	11	22
3674900	4	4	11	4	4	11	8	2	4	1	10	5	1	6	9	6	8
3674902	4	4	11	4	4	11	8	2	4	1	10	5	1	6	9	6	8
3675233	15	30	6	4	5	20	14	6	3	10	13	29	16	14	6	14	16
3675568	23	83	67	20	26	74	53	63	48	39	8	67	22	44	58	56	39
3675582	21	85	77	24	28	88	54	65	53	42	9	72	18	52	64	62	43
3675584	20	83	69	23	26	86	57	59	51	41	7	73	18	52	59	61	45
3675599	19	82	79	27	33	88	54	64	56	48	9	67	23	47	67	59	43
3675829	15	64	45	21	13	61	35	42	44	35	19	50	18	37	47	35	37
3676047	4	29	30	5	11	26	15	41	31	34	24	20	7	17	29	9	16
3678299	4	16	4	6	6	4	6	7	6	7	10	11	4	1	3	14	5
3678313	6	17	5	8	7	6	8	7	7	7	8	18	5	5	5	23	8
3678332	8	22	11	9	9	13	9	9	5	10	10	22	9	8	7	32	18
3678334	9	23	13	11	9	14	11	10	6	9	9	25	8	8	7	33	19
3678350	13	28	12	12	10	17	11	17	6	10	5	32	9	12	11	36	21
3678425	18	36	29	9	9	31	29	34	25	13	10	38	11	16	17	34	22
3678456	19	37	31	8	11	36	30	38	23	16	11	36	6	17	22	37	23
3678800	1	12	26	4	6	10	11	24	13	19	20	7	1	12	20	9	2
3678887	3	9	12	9	5	9	15	9	5	6	23	7	2	10	8	11	2
3678902	3	9	23	9	4	8	16	11	11	6	22	6	2	11	11	11	3
3678911	3	9	22	8	4	9	16	14	11	6	19	7	2	11	10	12	3
3678947	6	21	23	13	6	10	20	20	17	15	16	16	6	20	21	18	7
3679051	9	40	44	22	14	38	30	42	26	31	3	29	13	40	35	38	19
3679055	9	42	43	22	14	36	32	44	27	32	3	28	13	40	35	39	19
3679056	9	41	44	22	14	37	31	43	28	32	3	28	13	39	37	39	19
3679058	8	41	40	22	13	36	32	41	25	32	3	29	13	41	34	39	18
3682231	6	11	10	6	11	11	18	7	22	9	4	13	4	23	7	26	13
3682252	5	11	12	5	13	10	17	8	23	9	4	11	4	20	7	24	13
3682261	5	10	12	6	12	9	15	6	23	7	4	13	4	21	7	20	13
3682387	1	3	19	1	4	1	2	15	21	17	4	4	1	3	11	1	2
3682390	1	5	20	1	5	1	2	15	19	18	4	5	1	3	11	1	2
3682411	1	12	22	3	8	13	7	17	22	20	9	10	4	7	19	5	6
3682412	1	12	22	3	8	11	7	18	22	20	8	10	4	7	19	5	6
3682441	7	24	27	2	14	29	12	22	32	24	8	30	11	12	27	18	11
3683606	1	6	12	3	2	5	4	7	13	11	19	8	1	6	18	4	2
3683612	1	6	11	2	2	5	4	7	14	12	17	8	1	6	17	4	2
3683621	1	5	13	2	2	5	5	7	13	10	15	8	1	7	14	4	4
3683642	1	5	16	4	3	7	6	10	14	11	10	9	1	5	16	6	6
3683651	3	7	17	5	3	9	7	12	13	9	10	8	1	6	16	8	6
3683652	3	7	17	5	3	9	8	12	13	9	11	8	1	7	18	8	6
3683696	8	25	29	6	7	22	16	17	15	12	9	25	5	25	39	19	11
3683705	10	25	32	7	8	29	17	23	19	14	6	29	7	26	41	20	15
3683729	12	34	40	10	11	46	27	26	26	18	10	27	9	33	52	25	24
3683752	14	42	50	17	13	54	25	34	34	27	9	37	11	41	60	38	30
3683756	14	43	50	18	13	55	26	34	33	27	9	37	10	41	64	38	32
3683834	18	62	57	19	16	78	33	40	38	30	9	47	13	39	62	47	45
3683842	21	65	56	18	19	77	33	39	38	28	9	53	14	47	58	51	46
3683951	16	61	22	15	21	73	28	16	17	9	11	57	12	45	18	50	41
3683954	17	61	22	14	20	75	27	16	16	8	12	58	13	48	19	51	41
3683984	15	54	15	13	21	58	23	12	16	9	11	45	10	42	17	43	36
3684023	8	36	16	7	8	38	15	8	19	5	13	28	5	29	14	26	24
3684029	8	34	17	4	8	38	14	9	19	5	13	27	5	28	16	24	22
3684038	9	35	16	4	7	31	16	9	18	6	13	28	6	28	22	27	17
3684110	5	17	10	2	11	20	6	10	19	13	14	11	1	16	16	17	13
3684125	5	18	10	4	12	23	8	11	18	17	13	18	2	13	16	17	13
3684146	6	13	6	5	12	24	8	13	21	22	15	22	3	14	19	17	14
3684194	4	17	2	6	8	26	6	13	15	24	12	23	4	14	11	18	9
3684210	6	22	3	9	4	35	8	15	16	23	11	26	8	16	12	19	10
3684342	24	55	47	23	27	78	59	59	63	54	15	61	32	49	57	59	42
3684444	26	56	64	20	32	78	52	77	61	49	12	69	30	57	53	56	60
3684696	3	28	24	16	6	28	32	20	26	19	3	32	17	30	25	17	25
3684708	3	18	22	15	2	26	30	17	24	26	3	27	14	31	30	12	26
3684715	4	17	19	16	2	22	27	16	24	23	3	28	12	27	24	9	23
3684716	4	15	19	16	2	22	27	15	25	25	3	26	13	29	24	9	23
3684762	7	14	25	10	2	23	20	21	31	31	4	31	11	15	35	10	14
3684765	7	13	24	10	3	20	20	23	30	30	4	30	10	16	38	12	11
3684789	8	20	26	12	2	28	23	29	34	33	3	37	11	17	47	14	18
3684813	14	28	27	19	4	44	34	40	36	44	4	47	16	23	47	20	29
3684843	15	40	29	18	5	48	29	43	36	49	5	55	18	27	53	25	34
3684852	16	44	29	21	7	58	30	41	40	48	6	53	22	27	45	30	37
3685041	22	43	46	20	10	62	22	49	49	41	16	64	13	30	54	29	39
3685104	17	30	51	13	17	47	11	73	48	46	8	46	12	15	40	28	33
3685773	18	74	100	17	11	89	41	59	48	34	18	71	28	47	82	57	42
3686004	14	66	54	32	13	58	32	53	47	52	13	58	22	46	66	47	41
3686175	15	50	31	21	14	37	20	51	24	20	18	41	10	25	45	25	29
3686253	19	55	18	18	12	54	25	45	27	27	22	40	6	32	38	35	29
3686265	19	58	16	20	13	57	28	46	25	29	22	45	8	41	33	37	30
3686286	23	70	24	23	12	57	29	49	28	32	23	51	11	41	42	39	38
3686301	20	75	25	22	15	56	29	44	29	30	23	50	10	43	42	40	38
3686696	12	45	29	14	18	48	27	31	29	23	5	43	17	27	37	21	18
3686724	10	38	31	9	15	44	23	30	25	13	4	27	12	22	27	16	15
3686725	2	10	28	1	1	11	2	29	27	13	4	7	4	8	27	5	2
3686727	2	6	29	1	1	11	1	28	28	11	3	7	4	8	27	5	2
3686728	2	7	27	1	1	10	1	31	31	13	3	7	4	7	27	5	2
3686729	2	6	27	1	1	10	2	31	30	11	3	7	4	7	27	4	2
3686746	10	34	28	9	14	41	25	34	31	14	4	22	8	19	22	17	13
3686747	9	31	28	9	14	38	23	32	28	12	4	21	8	19	22	14	13
3686752	10	32	29	9	14	39	25	32	24	15	4	24	8	18	18	16	14
3686753	9	30	24	8	13	35	22	32	24	10	4	23	8	18	15	16	14
3686754	10	32	28	9	14	40	23	31	22	13	4	24	8	19	15	15	12
3686755	9	31	22	9	10	36	24	32	20	12	3	23	8	18	14	11	14
3686780	5	27	21	1	11	28	14	21	10	8	3	21	4	14	12	11	8
3686787	5	25	23	1	11	32	15	23	9	8	3	21	5	14	13	13	11
3686802	5	16	15	5	8	26	12	19	7	9	4	18	4	15	15	12	9
3687076	10	43	4	12	12	29	34	2	3	3	1	43	14	30	3	32	21
3687136	5	16	14	6	5	9	17	16	5	10	3	22	8	13	11	11	11
3687138	5	16	14	6	5	9	17	15	5	10	3	20	8	13	11	11	12
3687139	5	14	12	6	5	9	17	15	5	9	3	21	7	13	10	11	11
3687140	5	15	11	6	5	9	17	15	5	9	3	22	7	12	11	11	12
3687426	8	12	4	7	7	20	5	5	4	2	3	22	3	7	2	24	12
3687432	10	18	6	9	9	24	9	6	8	5	5	30	3	12	3	27	16
3688521	32	66	71	23	26	78	38	67	67	70	8	87	33	62	57	95	61
3688812	5	8	10	12	6	8	8	4	15	17	12	26	2	13	8	14	13
3688908	2	2	6	2	2	6	2	2	10	11	10	6	1	2	2	6	6
3688909	2	2	6	2	2	6	2	2	10	10	10	6	1	2	2	6	6
3689852	1	8	5	3	2	10	3	5	3	3	9	4	2	6	7	2	4
3691028	12	15	18	4	5	15	9	13	15	10	16	15	3	17	17	6	10
3692387	5	9	2	4	2	5	7	8	10	3	12	6	1	1	7	3	3
3697311	16	14	39	11	2	22	12	36	8	11	11	14	5	10	17	18	13
3698123	10	13	13	3	1	19	4	12	6	9	17	21	3	15	14	6	8
3698124	9	12	13	3	1	18	4	12	6	9	17	21	3	15	12	6	8
3699052	5	10	3	8	9	11	9	4	1	3	6	21	7	8	4	11	12
3699055	5	10	3	8	8	9	8	4	1	3	6	21	7	8	4	11	11
3699064	5	8	5	4	8	9	9	4	3	5	7	21	7	8	6	7	10
3699067	6	8	5	4	8	9	9	4	3	5	7	21	7	10	8	9	11
3699085	2	7	7	1	7	8	7	5	4	5	6	16	6	9	10	7	9
3699094	2	5	10	1	7	8	6	9	4	8	6	16	6	9	15	6	8
3699097	1	5	10	1	6	8	6	9	4	7	7	13	5	8	14	6	7
3699169	1	5	35	1	2	7	5	28	38	37	13	8	1	6	48	3	1
3699188	1	4	47	1	2	7	3	32	48	43	15	5	1	6	50	3	1
3699190	1	4	47	1	2	7	3	34	45	44	16	5	1	6	51	3	1
3699658	14	35	22	16	6	21	20	21	25	25	23	20	11	31	30	29	45
3700226	26	48	108	32	27	66	62	85	67	72	13	94	25	63	82	80	40
3700421	33	36	52	26	19	52	31	59	36	42	18	47	14	44	52	49	36
3701152	1	2	2	2	3	7	7	3	7	15	8	5	1	10	8	7	12
3701907	39	79	60	21	20	59	45	45	41	39	10	81	10	54	80	51	50
3701937	36	70	56	16	18	51	42	44	35	35	12	77	7	47	77	44	43
3702069	8	12	5	6	5	13	9	16	10	17	13	15	3	9	15	10	13
3702156	9	11	4	2	6	22	9	10	7	15	10	23	8	17	10	15	8
3703870	8	7	54	6	5	17	7	34	34	29	24	14	3	25	43	15	4
3704062	18	25	15	12	11	36	23	7	18	7	11	28	5	31	15	28	36
3704089	16	23	10	10	10	32	21	5	9	4	12	24	5	22	9	23	31
3704095	16	21	5	10	8	32	21	5	6	4	12	24	6	19	5	22	32
3704098	15	21	5	10	7	29	21	5	6	2	11	23	5	18	5	22	30
3704610	7	4	21	7	8	15	9	19	20	11	17	14	1	9	18	17	10
3704622	9	8	26	5	10	20	9	20	30	14	19	19	2	13	29	18	12
3704674	10	15	38	6	7	30	16	33	43	16	12	29	11	17	40	20	10
3704745	19	31	69	18	28	71	35	77	63	44	8	73	16	39	78	48	27
