site_id	W106_D5	W52_D1	W129_D5	W53_D1	W127_D5	W128_D5	W54_D5	W54_D1	W52_D5	W53_D5
4208256	20	75	19	50	66	53	71	59	65	70
4208258	8	74	17	48	65	51	68	54	63	62
4208565	14	14	8	8	67	48	61	3	70	76
4208897	3	14	2	8	4	2	5	6	2	5
4208899	3	18	2	7	4	2	4	6	3	5
4208905	5	28	2	22	8	2	5	9	3	8
4224180	4	64	11	48	15	14	23	23	17	12
4224187	2	23	4	7	2	2	6	8	4	2
4224188	2	22	2	4	2	2	6	6	3	2
4224203	1	20	8	21	8	10	10	27	12	13
4224213	1	26	11	25	8	10	17	29	15	15
4226773	1	16	3	9	12	9	5	16	11	10
4226799	9	20	2	3	5	6	1	9	9	6
4226800	10	22	2	7	6	6	1	8	14	6
4226801	10	20	2	7	6	5	1	9	14	6
4226805	10	25	3	6	6	5	6	9	14	7
4226806	8	28	3	8	6	6	5	9	14	8
4226807	9	23	3	9	6	6	6	9	14	8
4226825	8	50	11	21	19	21	15	28	22	18
4226826	10	56	11	20	19	19	14	28	20	17
4231632	11	22	20	14	81	76	72	15	79	69
4231635	9	17	17	11	75	80	71	9	79	59
4235850	3	40	9	21	12	13	14	17	24	22
4235851	3	40	9	21	12	13	14	18	23	23
4235853	3	37	7	20	12	13	14	17	24	24
4235854	3	36	8	20	12	13	13	18	22	24
4235908	4	51	26	44	8	27	32	44	26	33
4239037	20	42	10	23	51	84	68	16	72	80
4241291	14	69	21	49	50	55	60	55	50	70
4245414	14	133	63	88	38	28	42	87	45	44
4245415	14	134	63	90	38	28	42	86	45	44
4245416	14	134	64	92	40	27	44	87	44	43
4245417	19	155	73	104	44	37	46	93	45	47
4245421	18	156	74	104	46	37	40	106	48	53
4245427	18	149	71	98	51	37	41	100	51	56
4245429	18	160	72	105	54	38	43	102	55	55
4246165	15	30	36	12	61	79	86	23	91	83
4246826	10	86	25	80	39	24	36	39	49	30
4246877	4	21	11	29	14	10	8	11	28	12
4246878	4	21	11	28	14	10	12	12	27	12
4246882	4	32	21	34	20	15	18	13	31	14
4246884	4	35	22	34	16	17	19	14	32	12
4246885	4	35	23	33	17	17	20	13	31	13
4246886	4	35	24	34	17	17	19	14	31	12
4246887	4	35	25	33	19	19	19	17	33	17
4246891	4	34	24	30	19	18	19	17	23	16
4246892	3	28	24	28	18	19	19	16	18	17
4246896	3	28	22	31	15	17	21	15	18	18
4246897	3	27	22	32	15	17	22	14	19	19
4246899	1	18	16	12	10	14	13	6	12	14
4250487	3	5	3	19	6	2	5	7	3	4
4250502	1	11	8	9	4	5	3	2	1	4
4250504	1	12	8	11	5	6	3	2	1	6
4250519	1	22	12	25	13	12	7	5	9	10
4250520	1	23	12	24	14	12	7	5	9	10
4250522	1	25	12	25	13	13	8	7	9	11
4250547	2	50	20	35	24	21	13	22	21	14
4252882	23	48	6	31	65	57	68	29	77	96
4252915	20	51	8	32	58	54	71	37	67	87
4252924	17	45	8	32	55	57	71	40	66	95
4253215	11	37	17	20	56	59	64	7	65	61
4253608	13	9	7	4	69	52	90	11	69	70
4253609	14	9	7	4	60	48	89	11	70	66
4253610	14	9	7	5	63	51	89	12	69	65
4253758	18	49	34	35	75	69	78	18	73	75
4253760	18	50	34	37	74	67	80	18	72	79
4260684	24	123	30	84	53	32	64	50	38	43
4260826	6	3	1	4	4	12	4	5	12	7
4260860	1	10	3	9	8	9	7	4	14	7
4260891	5	36	14	25	17	23	30	14	40	23
4260892	5	38	16	25	17	25	31	15	40	23
4260893	5	40	16	26	15	25	30	15	40	23
4260899	7	41	16	26	17	26	32	16	41	22
4262448	24	177	58	132	62	63	50	100	60	54
4264079	11	70	19	65	73	84	75	31	66	62
4282299	16	177	71	137	49	38	63	101	60	58
4282300	16	178	69	133	51	37	63	100	60	54
4282483	1	10	1	17	5	6	9	4	4	4
4282484	1	11	1	17	6	5	9	4	5	5
4282486	1	14	5	21	9	9	11	10	6	7
4282487	3	23	5	26	8	13	15	13	7	7
4286171	4	70	16	37	31	19	26	24	22	19
4286192	3	49	10	20	23	15	22	20	12	11
4287881	2	21	14	17	15	9	11	16	12	20
4287882	2	21	14	18	16	9	11	13	13	20
4287883	2	22	13	17	15	9	11	16	14	20
4287887	1	15	10	15	10	5	8	12	11	12
4287898	1	6	4	3	4	2	8	2	7	8
4287899	1	6	4	2	4	1	8	2	8	9
4287900	1	6	4	2	4	2	8	2	7	9
4287915	1	6	2	6	6	5	10	3	4	1
4287946	2	15	6	17	16	14	16	12	13	8
4287947	2	15	6	17	15	14	16	12	13	7
4287948	2	15	6	18	15	14	15	12	13	8
4287949	2	15	6	17	16	14	17	11	13	8
4288870	5	60	30	75	40	37	37	42	46	34
4288871	4	63	33	80	42	38	38	46	49	33
4290864	11	104	36	53	22	34	34	55	40	48
4290884	7	85	38	52	13	33	28	43	46	40
4290958	2	91	35	49	17	27	25	36	45	41
4290961	1	99	40	51	19	35	24	42	47	44
4290962	2	97	38	50	17	37	26	40	48	44
4290963	2	107	41	55	20	37	27	43	47	48
4293356	6	31	25	27	18	33	50	23	39	38
4293568	2	24	13	27	14	13	38	15	19	29
4293626	4	14	5	16	15	25	43	9	32	32
4293628	4	15	5	14	13	27	42	9	32	30
4293866	16	15	10	16	33	42	46	6	59	44
4293945	17	19	12	10	33	42	43	11	48	48
4295478	3	19	3	5	17	24	33	5	29	28
4295525	2	15	1	6	15	25	28	4	32	25
4295526	2	15	1	6	14	27	30	5	33	28
4297178	5	21	5	6	54	55	35	6	57	57
4297179	5	22	5	6	56	54	38	6	57	58
4297676	10	76	36	58	38	50	38	31	23	53
4298331	12	117	47	50	40	50	55	39	47	52
4298333	9	111	46	47	36	48	54	35	42	47
4298482	6	121	42	66	37	40	45	55	46	48
4298483	6	120	41	66	37	41	45	55	46	48
4298484	6	122	42	66	35	40	44	55	46	50
4299658	1	12	4	5	5	7	8	12	5	7
4299660	1	12	4	5	5	7	8	13	4	7
4299662	1	12	5	6	6	9	8	13	3	10
4299665	1	14	8	7	9	11	8	13	6	13
4299666	1	14	8	7	8	12	9	13	7	13
4299670	1	15	9	7	8	12	10	13	7	13
4300324	4	15	10	7	20	30	32	11	25	37
4300576	10	28	20	24	48	40	43	12	57	50
4300641	11	16	8	9	37	32	46	4	42	52
4300642	11	15	8	9	37	31	44	4	41	54
4300723	6	5	3	5	31	37	43	5	30	51
4300912	8	5	3	3	15	50	29	3	22	46
4300963	7	4	3	3	20	45	27	5	21	33
4300970	7	3	3	5	21	41	27	5	25	39
4300976	7	6	3	6	21	43	27	5	25	37
4301506	3	9	3	10	18	44	37	1	27	41
4302034	4	15	6	17	15	32	44	12	28	21
4302604	8	13	6	5	28	44	65	4	33	39
4303396	6	58	21	31	35	43	39	31	42	53
4303576	9	20	4	13	31	29	49	4	41	41
4303722	13	62	16	39	33	31	33	24	44	37
4303940	2	25	12	18	9	3	13	10	4	9
4303941	2	27	12	18	10	3	12	10	4	9
4303943	2	27	7	16	10	3	12	10	3	7
4303944	2	30	9	16	9	3	13	10	5	7
4303947	2	30	8	16	5	8	14	12	6	9
4303953	1	33	10	14	4	7	14	9	7	9
4304377	15	78	60	56	48	65	78	35	56	65
4304867	2	7	3	9	16	17	15	2	15	11
4304881	1	4	2	8	15	15	11	1	13	14
4304882	1	4	2	8	12	13	12	1	11	13
4304883	1	4	1	9	12	13	12	1	13	12
4305151	5	15	3	8	30	32	31	8	39	26
4305153	5	15	3	9	29	30	32	8	41	27
4305179	5	17	3	8	29	29	35	8	31	29
4305284	5	15	13	9	35	38	31	17	22	40
4306776	2	6	6	4	20	36	27	5	26	50
4306809	1	5	5	3	18	40	31	4	30	47
4306811	1	6	6	3	19	38	32	4	30	48
4306902	6	3	2	1	16	34	36	2	42	33
4306903	6	3	2	1	16	34	34	2	44	30
4306904	6	3	2	1	16	35	37	2	44	32
4306907	6	3	2	1	22	36	37	2	44	33
4307052	9	13	13	8	30	54	63	6	52	38
4307053	7	12	13	8	30	51	62	5	51	39
4307055	9	13	13	8	30	52	62	6	50	39
4307076	7	19	17	12	26	42	59	6	49	39
4307147	9	35	33	18	36	39	58	18	45	25
4307231	11	60	36	20	24	39	48	28	41	28
4307870	3	19	12	7	6	8	12	19	9	14
4307894	5	30	17	11	9	17	25	27	13	16
4307895	5	30	17	10	10	17	26	27	13	14
4307896	5	29	17	10	10	17	26	28	13	16
4312109	2	53	29	33	35	58	39	31	48	43
4312440	7	21	11	17	41	50	48	7	37	56
4312441	7	21	11	17	42	47	45	7	38	50
4312442	7	21	10	16	43	50	47	7	38	52
4312590	7	12	17	14	33	27	47	3	32	51
4312674	3	19	20	19	30	28	44	12	41	47
4312675	3	19	20	18	32	31	44	12	40	46
4312676	3	19	21	18	31	30	44	12	42	45
4312730	6	26	22	24	31	21	37	16	43	42
4312821	8	34	19	22	33	16	25	16	41	43
4312822	8	33	18	22	31	16	26	16	40	43
4314202	9	34	8	19	25	31	35	13	30	37
4314564	4	84	30	65	21	29	35	33	21	35
4314566	4	88	31	67	22	33	35	32	21	37
4314720	4	66	39	57	28	21	47	51	27	20
4314728	3	63	34	54	27	22	45	45	26	19
4315376	8	66	36	42	34	30	47	31	32	50
4316263	10	89	19	50	23	39	40	35	25	45
4316557	4	14	1	16	20	38	45	11	28	24
4316621	8	34	7	17	33	25	32	16	26	25
4316624	8	35	7	18	34	27	32	16	26	28
4316700	13	58	16	34	38	21	14	32	19	33
4316703	13	62	16	34	36	22	16	34	20	35
4316704	13	60	16	34	36	22	16	34	19	33
4316768	12	54	26	37	30	18	13	36	19	22
4316771	11	54	24	36	28	16	15	37	18	24
4316774	10	53	25	36	30	17	15	37	17	21
4317371	4	1	2	2	33	33	37	1	42	42
4317372	4	2	1	2	35	35	38	1	40	43
4317442	8	2	2	2	52	51	53	1	55	37
4317810	12	15	2	16	35	27	41	7	36	39
4317811	12	15	2	16	35	29	42	7	36	40
4317814	12	16	2	15	33	29	38	7	33	38
4317868	11	37	13	21	28	34	39	28	35	47
4318129	3	59	30	50	46	31	28	54	34	37
4318714	1	15	5	8	12	8	7	10	7	5
4318715	1	15	5	8	12	8	8	10	8	5
4318716	1	15	5	7	10	7	6	9	8	5
4318734	1	5	3	7	5	4	3	4	6	4
4318748	1	11	3	11	4	7	2	4	6	7
4318750	1	12	3	12	4	10	2	5	6	9
4318751	1	11	3	13	4	10	2	5	8	9
4318753	3	15	3	14	5	12	4	5	10	9
4318756	2	16	3	15	5	12	4	5	9	9
4318759	3	17	3	15	5	13	4	5	9	9
4318760	3	18	5	15	5	14	7	7	11	9
4318761	3	15	5	15	5	13	7	7	12	9
4318974	5	61	23	45	51	47	63	28	38	54
4319926	3	85	32	60	26	48	28	46	29	40
4320990	3	97	39	45	22	40	38	36	28	34
4321544	12	100	42	74	29	44	33	44	34	40
4321546	12	102	42	74	29	44	32	43	35	39
4321693	6	62	22	39	26	40	43	36	33	41
4321697	4	60	22	38	26	38	42	34	32	38
4322576	5	62	50	53	38	56	49	37	48	80
4322577	5	60	49	53	37	55	50	36	46	81
4322726	9	71	40	49	45	63	84	44	55	74
4322727	9	71	41	50	47	64	83	45	55	75
4325570	3	41	21	27	13	14	21	12	19	22
4325572	3	40	20	26	12	16	21	11	19	21
4325636	2	58	25	44	15	30	22	24	21	29
4327181	3	46	13	21	32	62	41	20	40	45
4327237	3	21	7	13	37	43	44	9	38	46
4327478	11	33	17	32	33	39	64	14	34	63
4327479	11	32	17	32	31	36	66	14	33	59
4327481	11	32	17	31	33	39	64	13	34	64
4327482	9	32	16	32	30	35	58	14	32	57
4327839	11	14	15	12	37	51	66	4	37	62
4327843	7	13	12	12	33	54	62	4	33	55
4328163	5	3	2	4	36	35	40	2	35	43
4329391	15	4	6	2	24	24	31	1	31	33
4330984	2	9	15	5	8	7	11	2	6	7
4330996	1	10	15	5	6	5	11	2	5	7
4331270	6	9	1	1	23	22	26	1	27	28
4331495	6	28	23	25	38	29	33	13	30	43
4331504	6	27	26	24	39	34	35	13	38	38
4332874	9	41	22	46	42	34	34	23	32	27
4332876	10	42	23	47	40	37	34	22	31	28
4333025	10	21	10	20	36	37	44	6	52	34
4333026	10	21	10	20	35	39	44	6	53	34
4333027	10	21	10	17	35	39	43	6	52	34
4333739	9	13	5	9	34	41	43	4	36	42
4333894	8	2	4	4	43	43	50	2	38	47
4333895	7	2	4	4	43	43	51	2	38	43
4334222	22	14	12	9	28	49	50	8	45	45
4335132	6	38	2	22	30	30	32	15	45	38
4335375	9	24	11	14	34	41	60	9	43	39
4336298	8	19	17	18	27	33	20	14	13	24
4336657	7	5	2	2	31	38	38	1	23	53
4336660	5	5	2	2	29	37	36	1	26	52
4336662	6	5	2	2	26	41	35	1	26	52
4337018	13	31	10	16	27	54	43	9	25	50
4337020	14	31	11	16	29	54	43	9	24	46
4337637	12	9	4	7	32	36	38	7	43	57
4337706	14	9	4	9	37	40	30	7	54	44
4338456	2	3	8	7	28	35	46	4	20	39
4339006	3	9	3	4	22	40	29	3	50	29
4339007	3	9	3	4	23	39	28	3	48	29
4339008	3	9	4	5	21	40	27	3	46	30
4339010	3	9	5	5	23	41	28	3	50	33
4339080	11	31	23	23	30	41	32	12	46	48
4339483	3	4	2	3	26	43	39	1	31	47
4340018	8	37	25	31	32	35	38	18	35	40
4340019	8	37	27	30	31	36	36	19	36	40
4340023	5	45	25	38	35	38	34	22	28	45
4341051	15	31	41	40	35	44	46	22	34	46
4341500	13	59	17	56	33	44	32	37	28	51
4341502	13	59	17	55	37	45	31	38	30	51
4342281	8	22	21	26	21	46	37	9	60	49
4342730	2	15	3	8	32	29	36	2	25	46
4343203	4	34	22	18	8	13	19	5	18	14
4343204	4	34	22	16	8	12	19	5	18	13
4343397	7	73	20	19	38	20	35	9	30	24
4343557	12	65	24	20	13	38	29	22	31	27
4343887	4	47	19	14	28	37	38	24	37	52
4343891	4	56	20	22	36	39	39	27	38	60
4344181	6	100	58	67	32	32	41	40	41	51
4344458	4	22	7	17	36	46	51	13	37	46
4344462	5	21	7	18	36	48	50	13	38	44
4344466	5	22	7	19	37	46	52	12	40	45
4344471	4	20	6	18	34	46	53	8	39	41
4344614	6	5	1	14	16	28	31	4	25	25
4344616	6	5	1	13	16	27	30	4	25	25
4344618	6	5	1	13	17	28	31	4	25	26
4344621	6	5	1	12	16	28	27	4	26	23
4346475	2	12	3	7	17	17	7	2	17	11
4346476	2	12	3	7	17	17	7	2	15	11
4346500	1	9	3	4	14	12	6	2	13	9
4348693	14	61	27	41	42	36	64	34	26	48
4348841	3	72	39	47	40	31	43	21	40	50
4349641	10	4	7	6	19	36	32	5	41	38
4350319	10	86	29	54	33	34	53	47	53	35
4351154	9	60	38	47	23	38	40	41	37	41
4351849	5	72	35	59	32	46	46	24	36	42
4351850	5	73	35	59	32	47	44	23	35	40
4351983	5	100	46	69	37	61	52	35	34	47
4352764	9	116	34	64	28	39	43	51	47	31
4352987	12	85	24	44	25	40	32	43	36	42
4352989	15	101	31	45	31	48	40	50	42	48
4352991	15	95	28	42	29	44	37	51	41	47
4353139	6	79	30	41	34	50	41	27	25	36
4353560	6	15	6	11	21	31	30	5	27	42
4353585	6	20	9	14	23	30	23	9	39	48
4354391	16	35	14	24	34	42	33	10	45	31
4354392	16	35	14	25	35	42	34	10	45	29
4355577	5	2	3	3	29	52	41	2	36	34
4355602	5	2	3	3	30	56	48	2	39	35
4356366	13	6	1	4	39	45	31	2	42	39
4356501	2	37	14	24	48	57	41	14	39	50
4357200	11	85	48	61	29	46	39	42	49	51
4357201	11	85	50	61	31	48	38	42	50	49
4357202	10	84	53	62	31	48	40	41	51	50
4357352	12	74	33	39	29	44	37	38	39	32
4358436	6	16	13	8	14	16	7	10	13	18
4358536	2	21	5	10	5	14	14	4	12	12
4358879	3	88	48	52	22	29	31	41	29	42
4360564	4	53	29	49	36	41	35	28	28	30
4360992	13	20	5	13	22	23	26	8	42	34
4360996	11	21	5	13	26	26	28	7	40	35
4360997	13	21	5	13	27	25	27	8	41	34
4360998	12	22	5	13	25	26	28	8	40	33
4361500	6	4	1	2	21	48	30	3	34	32
4362698	6	49	16	14	51	67	73	26	45	40
4362699	6	50	16	16	51	70	76	28	45	41
4362704	6	45	17	14	53	69	72	28	48	40
4362706	6	43	16	14	54	66	74	28	51	40
4362946	9	86	30	50	34	43	34	45	35	36
4362947	9	87	30	50	33	45	34	46	35	36
4362950	11	95	30	59	37	43	39	48	40	38
4363317	10	54	24	25	44	62	42	16	45	43
4363360	7	40	24	29	48	60	52	14	41	38
4363462	11	8	9	5	37	76	63	7	41	32
4363463	11	8	11	6	36	71	66	5	38	34
4363476	11	7	13	6	40	65	63	4	40	38
4363745	11	4	9	6	49	70	58	7	39	57
4363746	9	4	8	5	49	70	56	6	39	57
4363748	9	4	8	5	48	67	58	7	38	56
4363750	9	4	8	4	47	66	55	5	40	55
4364241	17	13	2	4	26	50	54	2	51	49
4364253	16	16	8	8	29	48	52	4	53	55
4364550	8	30	30	13	46	50	34	13	49	38
4364840	8	8	8	1	36	40	21	4	47	37
4367071	5	17	11	10	32	38	41	9	30	33
4367204	7	10	8	10	26	31	14	8	24	24
4368029	12	62	13	41	18	35	55	36	31	41
4368274	5	2	1	2	16	18	23	4	8	19
4368481	9	8	23	3	17	36	36	1	31	29
4370958	11	95	43	98	19	36	52	59	42	58
4372448	8	120	23	51	36	50	42	47	28	30
4372449	8	130	25	56	38	52	44	50	28	35
4372643	9	103	32	55	17	41	27	40	33	42
4372644	7	99	31	53	16	40	28	40	33	43
4373273	8	36	46	22	24	35	42	20	47	37
4373723	5	78	46	73	39	51	32	38	51	53
4373848	10	93	40	55	37	57	31	23	66	41
4373884	11	70	31	38	31	53	35	24	61	36
4373886	10	70	31	38	33	54	35	24	60	36
4375893	5	71	30	47	40	54	39	40	32	38
4375945	2	90	40	48	49	67	55	44	26	44
4376058	7	73	59	48	32	45	40	50	30	33
4376428	17	98	58	67	32	67	47	30	45	43
4376774	13	66	29	49	26	65	42	42	46	45
4376775	13	66	30	47	28	68	44	42	46	49
4377327	11	95	43	64	30	56	42	46	31	45
4380605	7	114	41	64	25	30	37	45	34	38
4382797	7	73	51	43	30	40	22	40	27	38
4384383	5	53	42	32	24	37	25	24	27	26
4384386	5	53	43	34	25	42	27	25	29	25
4384387	5	49	43	33	26	39	26	24	29	27
4385184	1	24	7	11	1	10	7	6	6	18
4385192	1	20	3	11	2	6	7	5	4	14
4385199	1	18	3	5	2	6	5	5	4	13
4385386	3	29	17	29	10	18	15	20	21	27
4385396	3	30	16	31	11	18	15	16	20	27
4385429	6	51	30	49	23	31	38	35	39	49
4389920	1	11	7	12	6	6	4	4	3	9
4389945	1	12	6	12	6	6	6	6	5	12
4391231	2	19	5	4	5	5	5	5	9	4
4391275	3	47	12	17	13	11	15	10	14	17
4391363	11	83	26	47	25	31	35	28	20	32
4391859	9	57	33	66	31	54	42	43	45	74
4392543	9	82	47	49	46	56	59	44	46	60
4392660	5	53	28	24	31	47	36	33	37	44
4393586	18	14	17	14	35	56	41	9	41	40
4393788	10	50	35	35	28	37	34	15	43	31
4394939	14	94	34	39	40	39	50	37	57	35
4395093	8	89	42	54	53	38	43	47	46	51
4395096	9	88	42	51	51	40	45	49	45	55
4395728	7	133	62	94	35	50	53	57	51	42
4397599	5	80	51	72	41	48	44	52	29	47
4397600	5	78	50	73	42	47	44	53	29	47
4397601	5	81	49	74	42	48	44	52	29	48
4397683	8	97	64	95	51	67	52	51	42	55
4397747	10	97	56	72	50	66	50	49	59	49
4398757	2	62	34	65	32	54	38	53	38	36
4401011	12	63	23	54	26	24	41	29	54	42
4401029	11	52	24	48	28	25	45	26	45	47
4401119	6	76	29	54	22	32	42	42	36	44
4401850	5	31	5	15	31	34	36	7	26	31
4401851	5	32	5	15	31	35	36	7	26	31
4401852	5	31	4	15	32	35	36	7	27	33
4402372	12	27	4	25	35	37	41	8	53	51
4403580	22	106	62	68	43	69	52	38	34	26
4406863	5	86	46	88	44	51	56	55	30	54
4408494	6	13	6	15	27	31	35	5	25	29
4408496	5	13	7	16	23	31	37	4	21	33
4408500	5	13	9	16	24	27	34	4	21	34
4408531	6	7	11	8	22	36	33	3	20	38
4409468	8	6	5	1	45	44	41	7	37	23
4409801	3	29	17	16	37	56	34	14	21	43
4411021	6	21	60	22	43	51	45	14	39	55
4412928	3	52	27	62	25	39	38	23	40	49
4413357	11	73	39	44	31	49	46	38	53	41
4413915	15	37	32	21	19	49	44	10	34	27
4414022	20	26	17	11	24	59	47	23	43	23
4415557	5	12	5	19	20	36	26	6	25	28
4416055	7	43	37	34	42	48	42	26	37	45
4416756	5	110	49	77	34	51	36	54	56	59
4416757	5	111	49	77	35	51	36	56	58	57
4416761	5	103	47	75	34	49	35	54	55	51
4416762	5	103	45	73	33	49	35	54	54	51
4416763	5	103	45	76	31	49	34	52	54	49
4416782	4	111	47	79	32	49	40	57	66	49
4416927	6	101	58	74	20	52	39	36	46	53
4416930	6	101	58	76	21	53	41	41	46	52
4416931	6	99	57	74	22	54	41	39	46	52
4417347	8	20	7	15	22	49	27	6	35	19
4418006	12	6	34	5	17	30	24	5	36	22
4418023	11	9	36	6	9	28	25	9	33	23
4418024	11	9	37	6	10	29	25	9	33	23
4418025	11	9	38	6	10	30	25	8	32	23
4418176	6	2	1	2	34	41	50	2	49	54
4418387	11	28	3	16	43	43	38	6	29	59
4419288	2	2	5	4	3	7	6	3	6	10
4419289	2	3	5	4	4	7	6	4	9	9
4419290	1	3	5	2	1	7	6	4	8	8
4419293	2	3	8	4	6	9	7	4	10	8
4419295	2	3	8	4	6	9	7	4	11	6
4419297	1	3	8	4	6	5	5	4	10	7
4419299	1	2	8	4	6	3	4	5	10	7
4419300	1	5	8	5	7	3	2	7	10	7
4419317	2	11	9	11	8	10	5	8	16	7
4419823	7	47	26	42	36	47	36	34	38	23
4419824	7	47	28	43	37	49	41	36	42	23
4420223	3	70	35	48	33	42	34	48	30	30
4420983	5	8	1	10	30	39	40	3	40	22
4421159	9	41	11	24	30	40	39	13	29	49
4421225	12	32	11	21	27	46	51	7	28	42
4421420	3	33	29	24	15	42	33	18	32	45
4421990	7	59	31	54	20	52	39	37	33	45
4422092	15	47	31	54	20	49	45	31	20	39
4422093	15	48	33	51	20	49	44	28	20	39
4422095	15	47	34	52	20	50	44	28	19	42
4422101	12	50	33	52	24	51	44	27	22	42
4422102	12	48	32	53	22	48	44	28	22	41
4422103	12	49	36	53	25	55	45	30	21	43
4423163	3	22	9	12	8	12	16	7	13	12
4423164	3	22	9	12	8	11	15	8	13	12
4423165	3	19	10	11	8	10	14	6	12	13
4423166	3	20	9	11	7	12	15	8	13	13
4423181	3	15	7	9	7	10	10	4	11	8
4423237	2	25	3	21	7	15	13	15	14	7
4425357	13	155	51	75	60	68	54	71	55	62
4427967	10	144	65	108	45	59	50	55	73	63
4432144	6	59	34	30	32	28	32	21	17	29
4432216	4	27	40	16	25	32	42	14	30	29
4433282	16	131	43	81	38	57	61	57	62	50
4433285	4	42	15	30	13	20	22	21	18	22
4433290	14	131	44	83	36	65	71	54	65	47
4433293	13	117	37	73	32	60	66	51	56	46
4436630	10	4	1	4	72	83	74	7	58	58
4443734	10	28	16	20	37	36	51	11	39	35
4443885	8	14	5	14	42	34	54	6	40	54
4445367	18	23	3	17	54	64	53	14	61	64
4445465	22	28	4	22	44	70	65	21	53	73
4449595	2	14	4	12	11	4	17	11	9	10
4449596	2	13	3	12	12	3	16	12	9	11
4453793	12	110	53	77	32	34	43	42	42	35
4454800	14	86	40	66	43	37	80	53	76	86
4455729	10	55	30	34	34	41	52	31	45	47
4456061	7	23	12	23	20	19	24	11	29	28
4457620	8	47	14	40	34	25	23	36	37	53
4457621	7	48	14	38	33	22	22	36	38	52
4457799	12	52	9	43	30	29	42	30	39	42
4459530	2	11	8	8	9	18	12	5	15	11
4460429	12	51	50	31	33	47	55	28	55	57
4460761	12	68	40	54	37	56	68	33	60	48
4460799	16	34	22	29	40	57	66	24	52	47
4460984	17	7	4	1	51	40	40	4	34	30
4460987	16	8	4	1	49	40	39	4	33	32
4462847	14	174	48	114	45	37	45	71	58	61
4465545	15	29	9	19	34	41	51	16	35	30
4466517	7	48	49	44	44	40	51	25	29	33
4468730	9	66	33	26	34	32	60	21	40	51
4468928	8	64	25	33	35	51	50	33	64	63
4474878	11	166	57	92	37	44	54	90	58	73
4475085	7	91	33	74	31	26	38	39	38	47
4480072	6	34	15	25	43	62	72	20	63	59
4480316	4	3	12	5	16	19	30	3	17	28
4483249	6	8	2	7	40	50	50	7	63	59
4483251	6	8	2	7	44	51	51	7	60	57
4483253	6	9	3	8	43	51	51	7	62	57
4483254	6	9	3	8	38	55	47	7	58	55
4483394	10	29	11	12	44	48	47	7	53	56
4483395	10	26	11	11	46	47	50	6	57	54
4483400	10	27	11	11	44	43	53	6	54	54
4483402	9	26	10	10	45	46	53	6	53	55
4483405	11	26	10	9	35	41	47	3	50	52
4483662	19	38	9	14	38	48	40	21	74	72
4484745	17	30	28	15	61	80	101	16	93	83
4485112	12	15	18	12	33	49	36	5	39	64
4489614	9	33	16	13	41	36	52	24	61	41
4490383	14	127	38	106	39	55	51	59	53	55
4493619	9	63	10	33	42	36	38	34	23	41
4500232	9	117	47	105	34	59	53	55	61	63
4500233	9	117	46	105	35	59	56	54	62	63
4507170	2	35	13	33	18	9	12	18	12	11
4507175	2	38	12	31	21	10	15	19	14	12
4507178	2	38	11	31	20	10	13	19	12	11
4507183	1	34	13	27	20	9	14	19	13	12
4507187	2	44	12	29	26	11	16	19	14	14
4507189	2	40	7	28	25	9	16	17	13	12
4507190	2	41	7	30	24	9	16	15	13	12
4507194	2	44	7	28	22	10	19	19	11	15
4507213	1	46	10	15	16	7	12	19	13	10
4507468	2	34	10	11	6	9	6	12	12	10
4507470	3	33	10	13	4	9	6	12	12	10
4507471	2	34	10	13	5	9	6	12	12	10
4507473	2	29	10	13	5	8	6	9	12	9
4507475	2	28	8	12	7	9	4	10	9	8
4507482	1	18	5	9	5	7	4	7	5	5
4507483	1	16	4	10	5	7	4	7	3	5
4507484	1	15	2	9	5	6	1	5	3	5
4507485	1	15	2	8	5	7	1	5	3	5
4510335	2	12	8	8	6	2	2	5	5	6
4510341	1	4	5	5	3	1	1	2	4	4
4510342	1	4	4	2	3	1	1	2	4	2
4510343	1	6	3	3	1	3	4	2	2	1
4510344	1	11	3	5	2	3	5	2	3	3
4510345	1	11	3	5	2	3	5	2	3	2
4510355	1	25	3	7	4	7	6	5	7	6
4510357	1	25	3	8	6	8	8	5	7	6
4510444	4	78	21	46	16	33	25	24	26	23
4510875	15	49	10	35	55	69	64	16	48	71
4511414	9	6	8	11	45	45	43	6	52	43
4511418	9	6	8	11	51	53	48	6	58	41
4511809	24	60	6	33	24	56	51	36	48	57
4511812	21	63	8	34	25	58	47	36	48	55
4511959	13	55	13	59	31	58	43	22	52	68
4511960	12	56	12	61	31	57	46	22	54	70
4513720	8	25	18	25	43	31	31	9	38	41
4513839	19	18	4	20	40	51	53	6	56	56
4514393	11	10	23	14	61	59	60	14	73	57
4514394	11	10	24	14	61	58	59	14	75	57
4514412	13	10	21	13	55	52	59	14	73	59
4515436	16	1	1	2	48	49	46	1	50	62
4515438	19	4	1	5	46	46	47	4	52	61
4515627	12	40	16	39	65	59	67	18	51	54
4515693	7	60	25	44	61	45	55	27	61	49
4516894	12	20	7	18	46	51	60	7	53	61
4517038	20	4	6	3	38	62	66	6	59	71
4517041	22	3	9	3	38	62	66	6	61	68
4517187	11	59	32	39	42	60	58	26	51	65
4517959	3	4	2	4	33	47	73	3	60	58
4518809	6	84	40	76	24	36	36	66	31	42
4518854	7	88	45	67	30	46	41	73	36	49
4518856	6	94	44	64	31	45	43	73	37	51
