site_id	W66_D5	W66_D1	W64_D5	W65_D5	W64_D1
1889263	155	5	116	101	26
1889267	143	5	100	89	25
1889405	90	4	71	49	13
1889432	59	3	38	34	8
1890090	139	5	89	92	34
1891047	141	5	95	75	17
1891486	27	2	25	10	7
1891849	22	2	7	10	5
1891873	49	3	19	17	8
1891874	49	3	19	17	8
1891875	48	4	19	18	8
1891879	52	5	20	22	8
1891914	81	6	43	44	14
1892029	125	6	89	60	22
1893321	134	2	115	101	15
1893325	133	2	110	100	15
1893456	150	3	120	83	26
1893603	175	8	113	111	22
1893784	143	6	85	102	16
1893789	143	5	87	101	16
1893858	151	4	102	104	11
1894708	141	5	81	84	20
1895260	129	12	80	94	14
1895770	112	7	74	85	14
1896066	128	1	93	67	7
1896204	146	4	104	90	8
1896649	135	8	87	72	18
1896800	147	2	96	65	25
1897150	151	7	96	69	22
1897286	111	6	96	74	30
1897287	114	7	100	74	30
1897328	140	9	82	68	26
1897388	147	8	110	58	26
1897533	111	5	82	73	25
1897656	121	4	67	74	20
1897677	113	4	73	66	19
1897757	90	4	68	78	18
1897796	94	6	84	80	16
1897804	91	7	77	79	14
1897828	101	6	80	79	13
1897831	102	6	80	78	13
1897834	118	6	87	88	17
1897836	117	6	87	85	17
1898124	127	7	96	61	16
1898125	122	5	85	61	17
1898127	120	5	85	58	19
1898549	116	2	87	54	28
1899492	118	12	85	68	6
1899493	116	13	85	69	6
1899495	118	13	84	69	5
1899496	115	13	80	65	6
1899501	119	13	88	72	10
1899555	114	6	82	59	14
1899643	122	6	83	61	22
1899645	123	7	84	58	21
1899650	118	7	81	55	18
1899651	117	7	80	58	18
1899937	102	5	81	79	21
1900129	95	6	83	86	15
1900653	119	11	85	86	25
1900654	120	12	84	84	24
1900655	120	11	85	86	24
1900967	147	12	107	93	26
1901166	151	9	122	81	10
1901274	118	5	80	46	21
1901796	130	12	101	94	15
1901888	141	8	128	101	17
1902034	136	13	86	76	24
1902123	123	9	60	64	22
1903181	138	13	90	80	16
1903184	139	12	88	81	17
1903367	161	8	63	76	19
1904577	89	3	57	66	12
1904578	90	3	60	68	13
1905001	44	2	24	22	5
1905194	41	4	27	15	1
1905208	38	2	24	14	1
1905401	72	3	44	44	17
1905402	71	2	45	44	17
1905404	76	3	47	47	18
1905408	77	3	49	48	18
1905441	106	6	72	66	17
1905444	129	6	77	76	19
1905447	129	6	76	79	19
1905592	126	8	113	102	14
1905595	126	9	115	101	13
1907187	167	9	110	82	27
1908165	119	5	108	70	14
1908313	134	7	86	86	18
1908327	115	6	79	71	18
1908460	118	6	77	71	18
1908480	116	7	94	75	19
1909702	134	11	106	65	22
1909703	131	11	105	62	21
1909704	130	11	103	61	20
1909900	121	4	100	71	18
1910055	112	5	86	69	25
1910205	88	7	82	53	8
1910603	46	6	26	39	5
1911063	34	3	27	29	5
1911067	33	3	28	29	5
1911109	23	2	22	25	3
1911775	34	1	38	15	10
1911777	34	1	39	16	10
1912132	112	10	94	88	20
1912355	134	13	105	111	20
1912387	138	9	100	103	21
1912537	126	5	102	85	25
1912720	132	11	106	77	12
1912766	159	6	113	86	18
1912860	121	10	79	69	26
1912863	127	9	79	70	25
1912866	124	8	73	70	23
1912867	122	9	74	70	24
1913707	149	9	97	77	24
1913755	152	5	115	76	22
1913909	140	8	75	68	15
1914169	127	9	82	50	13
1914557	149	8	115	69	18
1914625	133	3	108	99	17
1914706	148	3	93	124	29
1914708	145	3	93	120	29
1914710	144	3	90	125	28
1914823	160	2	88	96	38
1914996	129	9	83	82	27
1914997	129	9	81	83	27
1915095	124	7	107	89	27
1915525	128	16	109	72	29
1915686	135	7	119	74	27
1915818	108	10	72	56	14
1915927	99	16	52	63	11
1916189	137	11	84	62	21
1916280	166	7	101	86	28
1916281	165	7	99	85	29
1916287	162	6	96	80	27
1916418	138	11	113	80	24
1916430	112	15	109	102	20
1916431	113	15	108	102	22
1916571	127	9	107	92	17
1917100	105	10	74	82	26
1917312	126	11	102	63	24
1917319	127	11	106	72	24
1917738	131	10	111	69	11
1917796	124	9	116	73	21
1917939	150	15	132	96	24
1917940	151	16	132	95	24
1917942	153	15	133	92	24
1917943	151	15	133	88	24
1917945	147	14	129	90	24
1918022	152	8	111	90	32
1918365	148	9	78	81	30
1918883	119	10	106	96	22
1918885	121	10	105	99	23
1918887	121	11	111	106	24
1918888	129	11	116	106	25
1919030	152	12	125	93	19
1919031	152	12	125	95	19
1919370	129	5	70	69	14
1919399	126	6	76	71	14
1919409	122	6	81	67	13
1919968	153	5	87	81	35
1919969	154	5	88	82	36
1920113	105	7	70	49	32
1920115	105	7	69	49	31
1920751	116	6	73	73	28
1920752	115	6	69	72	27
1920835	103	8	57	57	25
1921160	118	15	71	63	24
1921161	118	15	73	64	26
1921174	120	13	77	64	19
1921523	112	11	99	73	12
1921673	94	10	64	73	16
1922121	104	13	69	46	19
1922140	116	14	81	43	23
1922180	105	13	72	52	25
1922182	107	13	73	50	27
1922290	130	7	75	56	21
1922335	126	3	89	71	14
1922389	105	4	86	57	16
1922390	106	5	87	54	16
1922391	106	5	91	60	17
1922401	113	7	89	65	14
1922539	108	11	72	74	17
1922541	111	11	70	73	15
1922569	119	8	69	79	18
1922653	116	7	65	77	14
1922654	114	7	67	79	14
1922983	125	2	113	73	18
1923391	107	7	85	65	24
1923661	128	8	121	77	12
1923664	132	8	118	79	13
1923670	148	8	148	86	16
1923817	143	10	94	81	18
1923818	142	9	95	83	19
1923819	143	9	91	83	18
1924045	119	5	81	66	15
1924537	90	14	77	52	11
1924539	93	15	80	53	10
1924542	88	14	81	47	12
1924666	100	10	76	52	21
1924684	107	14	76	62	23
1924857	119	11	76	66	21
1925007	124	9	112	85	18
1925211	128	9	121	104	18
1925461	123	6	86	109	13
1925842	142	8	119	91	13
1926641	121	5	78	90	12
1927494	135	5	95	77	24
1927597	134	8	128	77	29
1927599	135	8	119	75	29
1927780	148	6	96	72	25
1927940	150	4	107	96	21
1927956	143	6	98	89	24
1928896	111	4	102	97	16
1929934	125	12	108	71	30
1929993	118	13	92	70	38
1930058	136	8	109	87	33
1930387	136	8	107	74	21
1930642	114	5	92	69	20
1931070	137	12	103	83	16
1931071	133	12	104	84	15
1931723	162	8	90	75	24
1931864	132	5	96	90	22
1932062	115	6	116	76	22
1932364	144	4	119	93	8
1932829	98	6	81	81	14
1932881	131	6	100	72	12
1933198	140	2	142	97	19
1933377	56	3	54	57	6
1933387	42	3	44	43	5
1933388	38	2	43	37	5
1933389	37	2	40	32	5
1933392	32	2	40	28	5
1937383	19	1	16	9	5
1937384	19	1	19	8	6
1937392	22	1	23	16	8
1937396	29	1	24	20	10
1937397	33	1	25	22	9
1937398	33	1	24	23	9
1937408	41	1	34	26	11
1938348	143	6	115	109	38
1939160	123	9	97	60	24
1939310	101	7	96	77	27
1939336	95	7	97	70	26
1939698	112	11	82	76	14
1940004	149	12	95	80	18
1940334	133	9	92	41	23
1940335	132	10	90	40	21
1940480	92	6	84	85	11
1940482	91	6	82	82	11
1940485	90	6	75	83	10
1940532	115	6	97	84	15
1940701	138	11	98	90	16
1940705	147	12	103	92	18
1940706	146	12	101	92	18
1940739	156	9	101	92	21
1940743	160	9	106	94	22
1940850	176	9	109	113	29
1940853	162	10	106	109	27
1941275	89	6	65	46	19
1941355	81	8	61	58	17
1941902	177	6	132	111	30
1943924	20	1	27	17	6
1943927	19	2	25	17	7
1944415	66	8	55	43	23
1945546	97	10	122	73	39
1945547	96	10	121	71	38
1945549	95	10	116	71	38
1945600	63	5	76	29	21
1945695	108	10	106	66	45
1945696	101	9	96	60	40
1945698	101	9	96	59	39
1946259	35	1	18	14	11
1947032	143	7	91	111	14
1947182	141	6	81	102	11
1947183	141	5	81	101	9
1947185	144	5	80	106	11
1947240	140	5	102	105	22
1947389	139	9	129	86	19
1947581	143	11	93	89	5
1947582	143	11	96	90	5
1947704	135	15	123	96	13
1947710	139	14	130	94	19
1947743	124	9	119	100	26
1947845	132	7	112	98	28
1947847	139	8	113	99	28
1947848	141	7	108	95	28
1947890	110	8	84	74	16
1947953	125	2	89	84	17
1947995	137	4	83	78	15
1947996	140	4	81	83	15
1948395	102	10	101	85	21
1948547	121	11	106	73	30
1949347	133	7	93	84	12
1949853	138	16	120	90	26
1950215	136	9	69	59	18
1950966	153	3	113	93	25
1950971	154	3	106	84	22
1951373	125	4	112	96	26
1951378	119	4	112	95	26
1951947	154	6	124	114	13
1951992	162	6	125	127	17
1951995	158	6	125	125	16
1952087	149	12	111	100	21
1952088	147	12	109	103	21
1952091	146	12	116	102	21
1952137	157	12	118	91	29
1952138	161	12	115	97	30
1952141	166	12	119	99	32
1952145	161	12	121	101	33
1952146	167	13	119	104	33
1952429	145	4	90	95	19
1953258	187	10	95	91	16
1953263	171	8	88	82	14
1954332	156	7	91	104	20
1954468	136	5	110	83	32
1954535	153	10	101	86	29
1954538	151	9	103	86	29
1955647	162	3	109	99	18
1955806	142	6	114	103	23
1955824	140	6	114	97	21
1957022	118	9	111	114	25
1957498	139	9	87	75	31
1957813	134	8	123	89	29
1957890	118	6	108	88	20
1957908	140	7	115	101	24
1957909	138	7	112	97	22
1957911	137	7	113	98	21
1958053	154	5	119	83	28
1959792	123	7	107	91	25
1960070	151	3	97	95	25
1960071	150	3	101	95	26
1960075	152	4	108	97	28
1960250	132	6	121	93	21
1960443	141	7	128	86	15
1960626	128	4	143	64	15
1960763	122	13	138	76	16
1960765	128	14	135	76	17
1961145	152	3	102	80	19
1961332	148	11	106	75	31
1961588	144	13	72	75	20
1961624	179	14	75	80	21
1961881	134	7	98	89	25
1961939	123	7	102	103	22
1961963	107	7	93	91	23
1962032	129	2	80	89	17
1963030	122	13	86	59	33
1963031	120	13	83	60	34
1963032	121	13	86	59	32
1963180	164	7	97	53	22
1963181	162	7	98	57	21
1963182	166	7	100	54	21
1963199	171	4	82	51	21
1963635	146	8	106	71	38
1963780	138	13	122	104	40
1963807	141	12	103	91	44
1964031	143	10	118	104	52
1964613	145	8	130	116	41
1964736	123	12	127	94	44
1965782	176	10	112	95	16
1965930	174	15	92	95	21
1965931	174	14	92	94	22
1966151	134	8	101	72	21
1966385	137	4	112	97	7
1966460	147	3	127	99	9
1966661	165	14	115	95	12
1966704	147	15	94	90	14
1966742	152	12	92	90	15
1967148	92	13	79	49	10
1967225	19	6	18	9	5
1967227	18	5	18	10	5
1967229	19	6	19	10	5
1967252	17	4	20	13	6
1967253	13	4	16	10	5
1967266	20	2	22	13	6
1967267	18	2	21	12	6
1967268	20	2	21	12	6
1967303	39	3	37	27	11
1967304	39	3	37	28	11
1967305	38	3	37	28	11
1967306	38	3	36	28	11
1968086	112	10	92	66	20
1968841	122	7	77	56	14
1968992	145	7	95	95	17
1969031	142	5	92	90	17
1969032	143	6	94	91	18
1969236	148	3	110	105	21
1969547	121	8	85	89	26
1969548	122	8	84	90	25
1969697	120	5	93	84	13
1969698	117	5	90	84	12
1969699	119	5	91	83	12
1969716	118	5	84	67	13
1969846	28	2	15	10	5
1969847	21	2	13	9	5
1969848	28	2	18	8	6
1969849	30	2	19	13	6
1969853	31	2	19	13	7
1969854	25	2	18	12	6
1969855	20	2	18	12	6
1969857	19	2	18	10	6
1969858	20	2	17	10	6
1969862	21	1	17	12	6
1969866	20	1	15	13	6
1969883	33	1	12	14	5
1969887	32	1	14	17	5
1970038	4	1	5	3	2
1970040	121	9	64	74	22
1970045	114	9	67	72	22
1970121	136	9	89	79	15
1970638	113	2	102	96	13
1970819	116	3	87	87	10
1970832	124	5	97	98	16
1970835	129	6	104	102	18
1970837	116	5	86	91	17
1971035	139	5	85	91	20
1971173	146	6	131	90	17
1971174	143	6	128	90	17
1971175	144	6	130	90	17
1971183	145	6	144	97	21
1971185	137	7	122	91	21
1971255	144	7	101	69	22
1972156	95	4	68	60	29
1972217	94	4	87	76	21
1972296	97	6	75	67	22
1972338	133	7	89	79	21
1972342	140	8	92	79	21
1972481	138	6	99	81	23
1972485	139	5	101	80	21
1972487	134	8	95	77	23
1972491	118	7	89	73	22
1972731	158	5	103	96	17
1972733	160	5	103	94	18
1973113	137	7	62	96	23
1973199	134	9	78	108	23
1973406	123	2	105	97	16
1973952	131	14	129	80	24
1973994	113	15	98	79	22
1973998	124	14	104	85	22
1974132	158	5	100	93	19
1974151	153	6	91	86	22
1974350	98	6	86	50	21
1974453	119	13	117	58	26
1974833	138	9	83	120	25
1974964	135	5	99	86	29
1974965	133	5	99	87	29
1975427	137	5	75	110	20
1976004	145	9	115	85	36
1976022	138	7	111	78	31
1976149	145	10	104	71	25
1976670	127	1	93	93	20
1977490	136	11	86	82	20
1977746	164	5	114	80	15
1977972	149	5	95	98	19
1978326	97	4	113	67	13
1978482	102	15	75	64	14
1978483	100	14	74	64	13
1978485	100	14	75	61	15
1978917	157	3	84	72	21
1979405	90	10	83	82	23
1979976	116	13	84	76	10
1980320	142	9	106	82	25
1980645	174	12	139	83	17
1980751	153	5	93	71	22
1980778	171	4	117	97	20
1980787	145	4	102	93	24
1980789	147	4	100	93	22
1980792	144	4	99	90	22
1981210	39	4	36	45	11
1981217	23	2	27	28	8
1981218	22	2	28	24	8
1981266	15	2	8	14	6
1981289	31	2	17	15	4
1981300	37	2	22	26	6
1981310	43	2	30	30	8
1981314	43	2	33	32	9
1981455	114	6	110	72	21
1982255	164	10	98	94	23
1982401	140	9	102	72	23
1982406	141	6	102	65	21
1982970	36	3	23	12	14
1982974	37	3	22	12	14
1983444	141	4	86	85	17
1983870	184	14	99	104	13
1983907	159	12	89	85	15
1984308	113	5	69	52	14
1984721	127	7	122	91	18
1984724	128	8	125	87	19
1984810	138	8	115	63	30
1984873	150	12	108	73	24
1984960	155	10	120	123	17
1985227	140	9	119	88	12
1985228	139	8	119	89	12
1985377	126	11	101	92	16
1985378	133	10	103	92	16
1985813	156	5	100	67	19
1985992	126	4	116	70	25
1986047	153	6	115	83	25
1986052	160	7	110	84	26
1986565	164	9	81	63	30
1986730	135	10	120	92	34
1986894	130	12	93	74	15
1986929	135	12	115	84	20
1987835	108	9	99	54	28
1988027	159	10	93	95	16
1988028	159	11	97	95	16
1988176	195	5	121	95	29
1988178	188	5	116	95	29
1988305	180	5	85	75	28
1988473	162	15	105	81	36
1989117	130	8	101	72	22
1989441	171	8	109	85	24
1989688	167	10	119	70	15
1989689	169	10	120	73	15
1989999	152	4	110	94	28
1990001	153	4	113	98	28
1990002	148	4	113	96	28
1990004	161	5	123	101	26
1990151	159	7	107	83	20
1990152	160	7	112	85	21
1990492	127	6	66	76	20
1990493	124	6	67	76	21
1990823	129	7	123	82	25
1990824	131	7	130	81	25
1990826	131	7	131	79	25
1990975	179	5	116	85	25
1991224	127	6	139	93	30
1991512	116	8	68	85	14
1991715	170	4	109	85	25
1992480	114	10	92	102	46
1992672	111	6	82	80	43
1992673	111	6	85	80	43
1992674	110	6	87	76	42
1992845	123	6	107	89	40
1992846	124	6	108	94	43
1992894	128	10	113	86	37
1992903	119	13	125	87	32
1992904	117	13	125	86	33
1992905	121	13	125	87	32
1992983	120	15	141	101	39
1992985	125	15	135	97	38
1992996	133	15	127	104	36
1993054	113	5	86	68	39
1993288	109	7	71	63	41
1993290	110	7	72	62	44
1993291	108	7	71	64	44
1993292	106	7	69	64	45
1993293	108	7	70	64	45
1996842	140	13	99	75	32
1996845	140	13	100	71	32
1996991	113	7	72	64	29
1996994	114	7	75	68	30
1997352	142	9	84	68	26
1997531	125	9	99	95	12
1997532	124	9	100	97	11
1997534	117	7	93	87	11
1999670	161	14	127	128	19
2000218	167	12	94	103	22
2000225	165	10	85	100	22
2000304	143	8	85	81	15
2000355	164	11	118	92	15
2000471	151	8	113	81	20
2001004	145	5	76	82	17
2001006	148	5	75	81	16
2001008	147	5	76	80	17
2001156	146	8	113	79	14
2001205	115	6	109	103	26
2001329	149	2	121	99	20
2001345	163	1	132	105	16
2001353	162	1	129	88	12
2001714	154	8	122	69	18
2002008	66	1	46	39	8
2002009	65	1	46	38	8
2002011	60	1	43	38	8
2002012	61	1	44	36	8
2002036	46	1	24	21	6
2002037	45	1	24	21	6
2002050	29	1	15	16	4
2002051	29	1	15	16	4
2002067	18	1	14	7	3
2002068	16	1	14	7	2
2002069	18	1	14	8	2
2002070	16	1	16	7	2
2002071	16	1	16	6	2
2002072	17	1	17	7	2
2002073	9	1	14	7	2
2002075	14	1	16	7	2
2002077	13	1	18	7	2
2002081	10	1	14	7	1
2002088	15	1	22	11	3
2002108	27	1	29	15	7
2002128	46	5	43	15	9
2002129	47	5	43	16	9
2002138	61	8	58	25	10
2002141	62	9	60	26	10
2002145	68	9	65	28	11
2002147	69	9	62	26	11
2002217	129	14	118	71	19
2002513	170	8	126	78	17
2003215	137	12	99	87	23
2003218	140	11	102	91	24
2003363	159	6	87	100	14
2003364	157	6	83	99	14
2004459	140	5	139	97	18
2004743	134	7	109	82	25
2004887	152	3	116	98	23
2005015	148	11	101	99	13
2005016	151	11	102	100	14
2005166	149	4	107	92	18
2005865	141	5	106	95	22
2006785	132	7	104	81	24
2007647	130	8	92	84	26
2007663	136	10	107	80	27
2007797	136	10	101	96	25
2008028	127	2	92	96	23
2008174	137	5	108	109	31
2008882	162	12	134	105	19
2008883	157	12	134	110	18
2008884	150	12	138	110	18
2008885	150	12	124	103	16
2009030	180	11	143	105	23
2009033	178	11	130	93	23
2009034	179	11	130	94	23
2009035	186	11	127	92	23
2009406	164	8	128	116	19
2009407	163	8	129	118	20
2009557	162	8	113	101	14
2009707	140	5	131	102	14
2009708	141	5	134	101	14
2009840	202	3	111	102	19
2010058	171	8	115	109	19
2010164	204	11	118	106	15
2010165	203	11	116	108	15
2011455	142	8	110	76	31
2011821	159	16	92	74	20
2011971	133	6	93	93	14
2011992	132	5	107	98	16
2012686	145	7	139	112	19
2013910	131	4	104	83	22
2014048	167	8	122	91	30
2015176	129	10	71	78	11
2015177	127	10	72	79	11
2015178	130	10	72	81	11
2015328	168	9	102	70	26
2015329	169	9	104	69	26
2015506	135	14	111	93	31
2015508	129	12	111	94	33
2015509	131	12	108	94	32
2015569	122	9	99	67	32
2015651	134	7	106	86	33
2015653	131	7	106	87	30
2015659	130	7	102	83	29
2016375	161	3	109	95	14
2016377	169	3	115	94	15
2016528	161	10	107	88	13
2016785	151	9	88	72	19
2016922	146	10	90	78	15
2016966	114	3	90	76	17
2017093	151	5	95	95	21
2017174	167	7	99	93	14
2017802	96	2	77	73	15
2018643	167	11	109	78	19
2018804	131	9	111	80	30
2019135	151	5	80	85	25
2019285	130	6	102	94	20
2019286	130	7	104	97	21
2020280	129	6	86	92	24
2021080	98	7	66	43	21
2021085	101	7	70	44	22
2021086	100	7	69	43	22
2021087	100	7	68	43	23
2021088	99	6	68	45	21
2021091	16	3	7	2	1
2021092	13	4	10	2	1
2021497	147	13	116	108	13
2021769	154	6	126	114	22
2021776	160	8	116	113	19
2021784	153	8	110	100	19
2022358	118	6	87	97	21
2022626	156	9	112	91	11
2022765	124	13	113	108	14
2022769	126	14	116	112	15
2024338	159	5	111	98	25
2024394	145	3	105	112	22
2024919	144	6	105	116	15
2025365	121	11	102	97	22
2025498	163	11	97	92	20
2025499	161	11	96	94	20
2025652	150	5	91	93	24
2025726	139	6	89	87	28
2025728	136	6	86	85	27
2025874	125	8	117	108	26
2026914	120	6	83	93	16
2027202	155	7	112	108	17
2027802	136	8	83	82	44
2027803	135	8	84	81	42
2028123	132	7	102	58	26
2028196	129	5	106	64	35
2028645	66	3	45	43	11
2028649	80	3	55	48	12
2028651	86	3	62	51	13
2028734	144	6	110	101	24
2028800	136	15	115	98	28
2028801	138	15	112	97	28
2028846	134	16	109	98	22
2030653	129	8	124	89	20
2030767	140	3	125	85	20
2031142	190	6	84	87	27
2031267	165	2	99	88	27
2031270	173	3	105	89	27
2031290	149	3	101	88	26
2031653	85	9	71	85	21
2031661	87	11	76	87	24
2032015	122	7	91	71	20
2032016	124	7	92	70	21
2032165	143	12	112	100	22
2032645	163	11	140	109	19
2032755	139	6	84	97	16
2032815	155	6	90	80	14
2032900	160	10	109	90	25
2035703	124	4	90	86	21
2035705	123	4	88	88	22
2035843	127	4	133	84	22
2035854	145	7	151	80	23
2035897	129	7	116	56	35
2036864	108	5	66	67	21
2036875	118	6	72	74	23
2036876	119	6	71	74	24
2036877	119	6	74	73	23
2037158	69	7	38	41	5
2037198	35	1	26	25	2
2037310	15	3	14	10	1
2037312	15	3	13	9	1
2037321	22	4	29	17	4
2037323	26	5	30	17	4
2038307	141	15	86	86	14
2039133	111	12	85	72	20
2039378	172	5	89	81	18
2039381	176	5	88	80	18
2039872	122	4	88	113	15
2039960	118	5	105	85	17
2041166	150	13	111	78	13
2041789	154	12	110	87	26
2041790	152	12	109	92	27
2041843	151	7	117	91	34
2042248	155	6	114	110	15
2042532	144	10	98	69	19
2042535	148	8	100	73	19
2042536	147	8	100	69	19
2042537	149	8	97	70	17
2042680	170	7	124	105	21
2042681	168	7	120	106	21
2042682	170	7	122	106	20
2042686	162	8	119	100	22
2042690	155	8	109	95	20
2042692	151	7	107	94	20
2042711	143	6	98	70	19
2043162	123	6	92	77	24
2043415	142	8	86	81	24
2043458	163	10	85	85	24
2044184	104	5	92	86	21
2044675	161	7	139	97	24
2044676	160	7	137	96	23
2044825	156	15	134	89	15
2044826	159	15	144	93	16
2044849	161	11	115	78	20
2044852	152	12	115	77	16
2045001	120	7	96	88	26
2045217	112	4	95	76	12
2045354	147	6	117	101	22
2045426	135	8	110	91	18
2045685	132	7	106	81	26
2046373	163	8	111	85	23
2046374	162	8	107	81	23
2046772	112	9	119	63	11
2046773	118	8	124	66	11
2046774	117	9	122	66	9
2046889	148	6	108	117	15
2047534	136	11	116	82	18
2048564	119	4	103	56	9
2049157	73	4	45	57	11
2049159	73	3	43	53	11
2049196	38	3	20	26	7
2049221	16	1	10	17	2
2049222	16	1	10	18	2
2049248	6	1	3	7	2
2049251	5	1	3	4	2
2049253	5	1	2	4	2
2049254	5	1	2	4	2
2049662	24	1	13	15	3
2049670	34	1	16	19	3
2049696	37	1	27	24	3
2050996	131	6	75	67	12
2051128	118	9	84	72	9
2051378	43	5	23	24	5
2053201	137	12	79	76	19
2053420	24	1	28	27	6
2054104	23	2	34	22	6
2054905	107	8	123	79	21
2055201	156	4	161	116	31
2055351	132	6	115	91	23
2055352	137	7	118	91	23
2056259	144	10	92	103	32
2056264	157	10	94	101	33
2057190	30	2	23	17	7
2057215	21	2	15	11	4
2057217	19	2	15	11	4
2057235	7	1	7	3	3
2057236	6	1	7	3	3
2057237	8	1	6	3	2
2057239	4	1	3	3	1
2057873	49	8	46	50	11
2058411	103	12	69	88	26
2058496	21	4	16	15	8
2100456	17	3	12	19	1
2100457	18	3	13	20	1
2100458	17	2	13	21	1
2100461	28	7	30	35	7
2100570	90	13	82	82	25
2100611	129	9	121	82	26
2101171	156	7	108	86	28
2101173	159	7	113	88	28
2101255	160	5	97	84	28
2101294	160	8	102	92	25
2101869	138	10	70	57	23
2101894	129	9	76	60	21
2101946	107	10	81	53	19
2101947	103	10	82	51	18
2101948	100	9	79	51	18
2101949	110	9	81	52	18
2102040	144	10	94	80	21
2102441	137	9	97	93	27
2103454	138	4	102	86	13
2105632	166	11	116	109	21
2106421	48	1	47	32	8
2106424	51	1	50	35	8
2106469	96	1	51	47	6
2106471	96	1	53	53	6
2106506	138	1	85	84	8
2106991	40	1	19	14	4
2106997	38	1	20	14	4
2107178	43	3	30	19	4
2107213	79	6	56	40	5
2107380	127	6	82	79	6
2108011	165	12	133	93	9
2108332	38	2	26	21	7
2108339	30	2	21	20	5
2108388	22	2	26	17	6
2108416	47	2	33	20	6
2108595	116	9	77	44	15
2108745	75	14	55	29	8
2108746	79	14	56	33	10
2108749	75	14	52	35	8
2108838	25	6	18	17	5
2108935	53	2	57	33	24
2108936	53	2	56	32	23
2109633	156	9	113	111	9
2109763	138	6	137	102	17
2109913	169	8	136	89	25
2110390	36	5	27	23	3
2110394	23	3	18	17	1
2110395	23	3	17	17	1
2110532	48	2	44	16	6
2110741	84	1	45	36	6
2110744	82	1	45	36	6
2110812	91	4	61	50	24
2110813	92	4	61	50	24
2111083	118	3	88	65	17
2111238	185	7	119	77	20
2111239	184	7	118	78	20
2111388	136	4	88	84	17
2111389	140	4	93	87	18
2111460	141	6	107	94	13
2111462	143	6	106	94	13
2111610	146	9	128	79	16
2111611	146	9	127	76	16
2111612	145	9	127	79	16
2111956	35	1	34	13	6
2111963	31	1	31	11	5
2111966	23	1	27	10	6
2111967	25	1	28	10	6
2111971	24	1	27	10	6
2112551	119	8	85	69	14
2112641	35	1	33	21	3
2112643	33	1	27	21	2
2112648	32	1	27	21	2
2112839	66	3	64	40	5
2112875	101	5	94	56	9
2112876	102	5	96	57	9
2112878	103	5	100	57	8
2112988	79	3	70	51	7
2113054	30	1	37	29	2
2113060	26	1	24	24	2
2114265	49	1	21	22	3
2114268	49	1	20	20	3
2115437	40	1	28	24	3
2115440	40	1	29	22	3
2115447	30	1	21	18	1
2115448	30	1	21	18	1
2115456	24	1	13	9	1
2115467	9	1	3	1	1
2115470	9	1	4	1	1
2115675	55	4	55	36	14
2115676	56	4	55	36	13
2115678	56	4	56	35	13
2115724	101	8	98	67	22
2115855	112	8	108	85	21
2116163	18	3	13	12	4
2116524	43	1	22	15	2
2116529	47	1	22	16	2
2116574	50	1	23	19	3
2116609	52	1	20	17	3
2116630	37	1	13	10	1
2116758	40	2	27	25	5
2117624	37	2	22	18	7
2118385	127	4	82	68	18
2119118	77	2	58	44	8
2119278	85	2	49	40	7
2119832	139	6	127	92	23
2119877	148	5	110	101	22
2119881	144	4	104	99	24
2119882	150	4	108	101	22
2119939	150	3	104	91	19
2119944	141	3	96	90	17
2120030	161	8	137	101	18
2120764	150	9	92	79	29
2120779	144	9	83	66	29
2120931	122	3	88	65	24
2121070	144	7	107	77	20
2121504	120	7	106	95	22
2122594	109	9	61	59	17
2122595	111	9	62	57	17
2122709	129	11	98	39	22
2125167	22	3	28	28	4
2125171	25	3	27	30	5
2125549	161	10	112	116	22
2126510	160	12	100	82	16
2127045	104	7	85	72	22
2127450	159	6	100	106	25
2127746	148	10	115	108	14
2128473	159	16	103	87	26
2128475	158	15	97	82	25
2128581	186	10	120	106	20
2128623	189	7	119	107	22
2128625	194	7	117	107	22
2128701	172	12	96	78	21
2128703	171	13	96	73	21
2128729	166	16	113	79	19
2129018	175	13	126	90	31
2129113	157	9	140	75	30
2129170	127	4	103	44	16
2129391	111	6	80	73	19
2129606	130	2	122	107	25
2129858	159	6	116	101	29
2129860	159	6	114	98	29
2130005	155	9	115	134	31
2130006	150	9	110	136	31
2130007	149	9	107	131	30
2130008	150	9	106	132	31
2130010	146	8	105	134	30
2131670	144	7	125	71	35
2136112	133	8	118	86	22
2136120	152	11	118	95	23
2136125	149	10	108	87	22
2136490	170	4	91	85	37
2136527	173	4	104	92	38
2136610	140	10	107	88	32
2136639	135	12	123	92	21
2136640	133	12	119	94	23
2136643	124	11	113	91	22
2136673	136	13	118	89	23
2136794	161	10	136	88	20
2137216	140	4	122	94	32
2137477	145	4	113	88	28
2137503	147	4	113	82	28
2137783	122	12	128	89	19
2138217	168	11	103	113	23
2138635	217	15	121	115	34
2138636	210	14	118	114	32
2138637	214	14	116	115	32
2138643	221	14	124	121	36
2138673	197	14	112	111	26
2138830	173	7	90	87	32
2138831	171	7	92	88	32
2138836	164	7	94	85	34
2138838	161	7	96	85	36
2138842	157	7	94	82	37
2139027	159	8	100	74	27
2139577	113	7	93	79	18
2139579	115	7	90	78	15
2139580	114	7	91	75	16
2139729	33	1	29	22	9
2139741	27	1	23	15	8
2139819	31	4	17	15	3
2139821	31	4	16	16	3
2139824	33	4	18	17	3
2140228	22	1	20	21	4
